,ids,img_quantities,hopkins
0,10010617,101,0.784080955341039
1,10012036,99,0.775506951911346
2,10027741,73,0.75394434481823
3,10040445,73,0.744063761406738
4,10060678,94,0.786581684742078
5,10071055,101,0.809936378655718
6,10073246,94,0.741753836807629
7,10090698,80,0.751782491937286
8,10099400,99,0.769487625398917
9,10108775,101,0.775891161126123
10,10111734,52,0.733564350264949
11,10137876,95,0.742884186500913
12,10172515,23,0.723865776435379
13,10197024,35,0.705066076235222
14,10222287,94,0.737794950371216
15,10238910,100,0.788143066651129
16,10248926,97,0.786652333986527
17,10255521,101,0.784475734441156
18,10305703,60,0.748808920928317
19,10316373,100,0.773055806139834
20,10331743,42,0.71490576838594
21,10334868,98,0.740011876340871
22,10353143,59,0.721819847158867
23,10363580,93,0.748617850633009
24,10373890,17,0.735015488774591
25,10381776,98,0.775497964651824
26,10395382,96,0.762597161968592
27,10424891,39,0.731654119936187
28,10473306,10,0.710957388801378
29,10487667,96,0.764773780331328
30,10511919,101,0.771562306861655
31,10514274,98,0.746106125364672
32,10516177,99,0.764147236989127
33,10540409,101,0.769839150728955
34,10606799,74,0.767508839827664
35,10612578,97,0.743478401332363
36,10629007,100,0.775618670823126
37,10629881,101,0.775841203801131
38,10647777,100,0.790011615284683
39,10681352,100,0.773098371920273
40,10684139,100,0.759602493171577
41,10685706,36,0.855638508143723
42,10686419,41,0.750619766797972
43,10689300,74,0.739691163283984
44,10691906,51,0.725261442956411
45,10693167,35,0.716598992975189
46,10695181,51,0.777835043041385
47,10701883,25,0.701602055332152
48,10705072,80,0.789574179146435
49,10706498,90,0.776437469492323
50,10716638,23,0.717149430821389
51,10718308,49,0.716224332644931
52,10719064,98,0.761110383785809
53,10721565,101,0.75149625099136
54,10724823,41,0.70739524111854
55,10726319,37,0.727233795053017
56,10727084,33,0.752690170211841
58,10727713,100,0.754134924060685
59,10728559,12,0.723457698031663
60,10731495,23,0.719989821443842
61,10732491,94,0.795045054322186
62,10732597,99,0.740265126691448
63,10732853,95,0.746384348983449
64,10733097,11,0.769104469252017
65,10734509,26,0.729149083122908
66,10736919,97,0.742025293834058
67,10737304,94,0.791601443415378
68,10737975,21,0.718073755139755
69,10739466,106,0.793631211770633
70,10746680,29,0.724236930359993
71,10751420,43,0.706021625015464
72,10754082,73,0.735939742640456
73,10755905,12,0.750801834888935
74,10756422,45,0.742468791163537
75,10758138,100,0.787428757159183
76,10758429,97,0.770472649784034
77,10759202,57,0.755805991905376
78,10759691,96,0.72963358470194
79,10767432,106,0.775935137461421
80,10767444,101,0.761880480165709
81,10774955,101,0.744454324811031
82,10775394,43,0.717661026857119
83,10775938,99,0.76897335175039
84,10776760,100,0.763092990607255
85,10779983,31,0.745991777299628
86,10780933,29,0.711125436282395
87,10780986,100,0.772264955625284
88,10781307,100,0.770298781622412
89,10781752,86,0.764118548334647
90,10782427,88,0.795304247392283
91,10783168,95,0.734011293245727
92,10786804,64,0.735099426263577
93,10786834,45,0.713238200857745
94,10787822,33,0.70994833037872
95,10789098,95,0.776403065638082
96,10789396,15,0.717817389571667
97,10789822,101,0.769596144743289
98,10790895,99,0.760921424253166
99,10794683,101,0.782780082132008
100,10800064,32,0.718073083757175
101,10803322,83,0.734651620281768
102,10809378,51,0.710622995277418
103,10809391,45,0.70360809388479
104,10809860,100,0.780066176850631
105,10810655,100,0.754024848497457
106,10815719,69,0.741960750802404
107,10816285,99,0.799498701753994
108,10823174,50,0.739313720859042
109,10824476,33,0.712819601266003
110,10825085,20,0.714711578266039
111,10825869,87,0.802984689929518
112,10827283,95,0.774721631944934
113,10830801,100,0.788900573539962
114,10833216,101,0.747757122023288
115,10835811,11,0.826854965787873
116,10837131,18,0.722635019001008
117,10837718,98,0.833845667156816
118,10838720,100,0.731000903794609
119,10841740,73,0.762366182839165
120,10842904,46,0.741679498833149
121,10844030,72,0.801130337419587
122,10844446,39,0.733331907091125
123,10844734,98,0.741004514893988
124,10849946,34,0.711288675165272
125,10851814,98,0.76947397182834
126,10853058,84,0.828497659248184
127,10854225,97,0.786018317973384
128,10855510,101,0.777429984432396
129,10855596,100,0.758629831047101
130,10855938,41,0.737958091596607
131,10856210,34,0.72006430664643
132,10857972,26,0.704465802397615
133,10858781,98,0.760040691994292
134,10859972,95,0.762789640568779
135,10860029,38,0.734808958859024
136,10860100,41,0.710327602157548
137,10862973,21,0.730961795322484
138,10863132,101,0.761286452201027
139,10865990,70,0.741186293838263
140,10867304,99,0.74823914968194
141,10872751,69,0.764825889053239
142,10875747,14,0.71143464262795
143,10876044,64,0.731566057392668
144,10876550,48,0.745042267998873
145,10877019,97,0.73820669277735
