,ids,img_quantities,hopkins
695,2683262,11,0.74
696,2683264,46,1.0
697,2683272,20,1.0
698,2683286,10,0.789999999999211
700,2683297,18,0.891411492841977
701,2683485,73,1.0
702,2683490,61,1.0
703,2683495,28,1.0
704,2683500,13,0.999999997975948
705,2683503,100,1.0
706,2683520,27,1.0
707,2683525,36,1.0
708,2683533,64,1.0
710,2683544,35,1.0
712,2683548,18,1.0
714,2683555,63,1.0
715,2683564,54,1.0
716,2683568,95,1.0
718,2683579,21,0.998643464087212
719,2683581,14,0.967459668055639
720,2683584,98,1.0
721,2683589,52,1.0
722,2683592,11,1.0
723,2683597,17,0.999999999949919
725,2683608,96,1.0
726,2683625,21,1.0
727,2683628,13,0.950359370836796
733,2683652,12,0.990001708610864
735,2683722,63,1.0
737,2683743,20,1.0
738,2683749,10,0.780067298711328
739,2683756,20,1.0
740,2683759,60,1.0
741,2683776,43,1.0
742,2683778,20,1.0
743,2683786,19,1.0
744,2683794,69,1.0
745,2683797,18,1.0
746,2683807,27,0.999999999782417
747,2683828,17,0.72
748,2683840,60,1.0
749,2683841,95,1.0
751,2683849,83,1.0
752,2683866,101,1.0
753,2683871,74,1.0
754,2683880,21,1.0
755,2683884,101,1.0
756,2683894,77,1.0
757,2683909,81,1.0
758,2683936,98,1.0
759,2683946,55,1.0
761,2683969,71,1.0
762,2683995,72,1.0
763,2684001,64,1.0
764,2684012,98,1.0
765,2684026,80,1.0
766,2684030,97,1.0
767,2684046,76,1.0
768,2684070,101,1.0
769,2684096,93,1.0
770,2684102,22,1.0
772,2684120,72,1.0
773,2684169,14,1.0
774,2684171,93,1.0
775,2684174,11,0.993913168271135
776,2684178,90,1.0
777,2684184,31,1.0
778,2684191,101,1.0
779,2684192,77,1.0
780,2684235,58,1.0
781,2684243,64,1.0
782,2684261,11,0.989279218281456
783,2684264,28,1.0
784,2684273,75,1.0
785,2684283,13,0.999475665707106
786,2684287,68,1.0
787,2684290,10,0.94273415189407
788,2684296,22,0.833411037923655
789,2684303,56,1.0
792,2684320,92,1.0
793,2684334,91,1.0
794,2684338,80,1.0
795,2684353,77,1.0
796,2684363,56,1.0
797,2684391,101,1.0
798,2684410,100,1.0
799,2684451,101,1.0
800,2684482,23,1.0
801,2684483,83,1.0
802,2684485,48,1.0
803,2684487,74,1.0
804,2684495,15,1.0
805,2684500,15,1.0
806,2684507,35,1.0
807,2684510,10,1.0
808,2684517,66,1.0
809,2684528,87,1.0
810,2684549,91,1.0
812,2684584,27,0.999999999999999
814,2684591,99,1.0
815,2684610,39,1.0
816,2684615,81,1.0
817,2684616,47,1.0
818,2684621,84,1.0
819,2684626,48,0.999809868134561
820,2684627,84,1.0
821,2684633,89,1.0
822,2684640,86,1.0
823,2684641,59,1.0
824,2684648,68,1.0
825,2684674,101,1.0
826,2684690,60,1.0
827,2684709,101,1.0
828,2684773,91,1.0
829,2684809,58,1.0
830,2684818,99,0.999999999871289
831,2684855,99,1.0
832,2684865,37,1.0
833,2684870,49,1.0
834,2684878,65,1.0
836,2684894,27,1.0
837,2684896,22,1.0
838,2684904,25,1.0
840,2684918,101,1.0
841,2684921,63,1.0
842,2684940,91,1.0
843,2684969,101,1.0
844,2684977,17,1.0
845,2684984,88,1.0
848,2685265,28,1.0
849,2685280,49,1.0
850,2685303,49,1.0
851,2685308,95,1.0
852,2685313,101,1.0
853,2685318,101,1.0
854,2685326,69,1.0
855,2685361,94,1.0
856,2685383,100,1.0
857,2685400,22,1.0
858,2685414,62,1.0
859,2685422,74,1.0
860,2685437,34,1.0
861,2685464,88,1.0
863,2685479,59,1.0
864,2685484,101,1.0
865,2685507,70,1.0
866,2685524,96,1.0
867,2685527,66,1.0
868,2685542,65,1.0
869,2685552,100,1.0
871,2685580,92,1.0
872,2685601,29,1.0
873,2685608,19,1.0
874,2685611,28,1.0
876,2685628,10,0.71
877,2685648,73,1.0
878,2685654,71,1.0
879,2685663,33,0.999999920107918
881,2685721,29,1.0
882,2685776,85,1.0
883,2685796,101,1.0
884,2686157,92,1.0
885,2686170,32,0.863272997436706
886,2686212,99,1.0
887,2686231,75,1.0
889,2686270,96,1.0
890,2686273,48,1.0
891,2686276,71,1.0
893,2687182,91,1.0
894,2687186,80,1.0
895,2687201,85,1.0
896,2687210,101,1.0
897,2687216,23,1.0
898,2687245,97,1.0
899,2687255,95,1.0
900,2687259,16,0.985047006880681
901,2687265,87,1.0
902,2687271,18,0.999999993447302
903,2687286,31,1.0
904,2687296,66,1.0
905,2687298,79,1.0
906,2687301,67,1.0
907,2687628,22,0.999999999999982
908,2687632,86,1.0
909,2687644,93,1.0
910,2687646,96,1.0
911,2687649,13,0.999999999995491
912,2687701,31,0.999999931071913
913,2687707,19,0.710091359042103
914,2687717,98,1.0
915,2687726,21,1.0
916,2687731,70,1.0
917,2687771,12,0.980426651207847
918,2687779,95,1.0
919,2687808,16,0.74
920,2687809,16,1.0
921,2687843,14,0.76526838565179
922,2687859,84,1.0
923,2687870,89,1.0
924,2687885,101,1.0
925,2687915,94,1.0
926,2687927,100,1.0
927,2687928,59,1.0
928,2687929,101,1.0
929,2687932,101,1.0
930,2687935,43,1.0
931,2687937,101,1.0
932,2687940,101,1.0
933,2687942,101,1.0
934,2687943,101,1.0
935,2687948,99,1.0
936,2687949,99,1.0
937,2688175,101,1.0
938,2688176,101,1.0
939,2688178,35,0.999999999996266
940,2688180,95,1.0
941,2688181,10,0.999999999999973
942,2688185,99,1.0
943,2688186,96,1.0
944,2688187,35,1.0
946,2688189,100,1.0
948,2688195,35,1.0
949,2688196,100,1.0
950,2688197,101,1.0
951,2688200,99,1.0
952,2688201,15,1.0
953,2688203,97,1.0
954,2688204,99,1.0
955,2688205,48,1.0
956,2688207,83,1.0
957,2688210,101,1.0
958,2688211,106,1.0
959,2688214,100,1.0
960,2688216,22,1.0
961,2688219,97,1.0
962,2688222,95,1.0
963,2688223,89,1.0
964,2688225,101,1.0
965,2688227,101,0.999998771303602
966,2688228,68,1.0
967,2688236,12,0.7
968,2688237,100,1.0
969,2688243,31,1.0
970,2688244,53,1.0
972,2688249,11,1.0
973,2688263,16,1.0
974,2688265,65,1.0
975,2688270,58,1.0
976,2688289,56,1.0
977,2688296,18,1.0
978,2688307,12,1.0
979,2688309,11,0.78
