,class_ids,img_quantities,hopkins
4259,2744390,12,1.0
4260,2744398,99,1.0
4261,2744411,23,1.0
4262,2744412,12,1.0
4263,2744414,42,1.0
4267,2744422,102,1.0
4268,2744429,99,1.0
4269,2744438,10,1.0
4270,2744439,34,1.0
4271,2744441,22,1.0
4272,2744447,32,1.0
4274,2744449,98,1.0
4275,2744455,44,1.0
4276,2744456,17,1.0
4277,2744459,72,1.0
4279,2744463,15,0.760824850392871
4280,2744464,12,1.0
4281,2744470,54,1.0
4282,2744476,98,1.0
4283,2744482,25,1.0
4284,2744484,100,1.0
4285,2744488,60,1.0
4286,2744498,102,1.0
4287,2744508,10,1.0
4289,2744512,98,1.0
4290,2744517,98,1.0
4291,2744524,65,1.0
4292,2744533,33,1.0
4293,2744535,17,0.99999995623749
4294,2744544,55,1.0
4295,2744550,85,1.0
4296,2744558,83,1.0
4298,2744571,101,1.0
4299,2744583,99,0.997000472495939
4300,2744602,77,1.0
4301,2744610,54,1.0
4302,2744614,14,1.0
4303,2744615,100,1.0
4305,2744625,98,1.0
4306,2744638,11,0.740895806379908
4307,2744643,16,1.0
4308,2744657,99,1.0
4309,2744669,101,1.0
4310,2744670,18,1.0
4312,2744679,92,1.0
4315,2744685,100,1.0
4316,2744690,13,1.0
4317,2744696,20,1.0
4319,2744702,101,1.0
4320,2744707,18,0.999999994075413
4321,2744713,11,0.999999999999999
4322,2744714,19,1.0
4323,2744717,12,1.0
4324,2744719,22,1.0
4325,2744721,99,0.999999999999044
4326,2744729,89,1.0
4327,2744738,93,1.0
4328,2744745,25,1.0
4329,2744746,99,1.0
4331,2744764,25,0.999999968962107
4332,2744767,35,1.0
4333,2744770,10,1.0
4334,2744776,19,1.0
4335,2744787,26,1.0
4336,2744790,26,1.0
4337,2744863,22,1.0
4338,2744864,44,1.0
4339,2744868,33,1.0
4341,2744882,13,0.999999999999968
4343,2744888,73,1.0
4344,2744897,25,1.0
4346,2744906,97,1.0
4347,2744913,57,1.0
4348,2744918,57,1.0
4350,2744930,102,1.0
4351,2744933,11,1.0
4353,2744937,96,1.0
4354,2744948,14,1.0
4355,2744953,58,1.0
4356,2744955,99,1.0
4357,2744962,102,1.0
4358,2744963,53,1.0
4360,2744984,12,0.99999999994569
4361,2744987,94,1.0
4362,2744990,100,1.0
4363,2744992,81,1.0
4366,2745680,14,1.0
4367,2745713,83,1.0
4368,2745735,10,1.0
4369,2745739,101,1.0
4370,2745780,12,1.0
4371,2745783,55,1.0
4372,2745788,99,1.0
4373,2745794,11,0.77
4374,2745799,99,1.0
4375,2745809,98,1.0
4376,2745838,16,1.0
4377,2745841,100,1.0
4378,2745851,99,1.0
4380,2745862,13,0.999543509461094
4382,2745881,101,1.0
4383,2745913,18,1.0
4384,2745915,13,1.0
4385,2745933,11,0.935722353622018
4386,2745934,90,1.0
4389,2745943,56,1.0
4391,2745960,60,1.0
4393,2745969,65,1.0
4394,2745975,11,0.999999998387878
4396,2745978,93,1.0
4397,2745981,10,1.0
4399,2745996,39,1.0
4400,2746001,33,1.0
4401,2746005,95,1.0
4405,2746037,93,1.0
4406,2746046,22,1.0
4407,2746048,27,1.0
4409,2746054,101,1.0
4410,2746064,79,1.0
4411,2746066,98,1.0
4417,2746118,55,1.0
4419,2746126,102,1.0
4420,2746132,97,1.0
4421,2746135,100,1.0
4423,2746139,21,1.0
4424,2746143,18,1.0
4425,2746144,77,1.0
4426,2746146,59,1.0
4427,2746152,95,1.0
4430,2746172,69,1.0
4433,2746188,34,1.0
4434,2746189,50,1.0
4435,2746191,14,0.999689492066726
4436,2746192,50,1.0
4438,2746194,99,1.0
4439,2746199,66,0.999999999999998
4440,2746204,35,1.0
4441,2746208,10,1.0
4442,2746209,43,1.0
4443,2746212,10,0.99999998837045
4446,2746217,100,1.0
4451,2746245,101,1.0
4453,2746254,22,1.0
4454,2746262,19,1.0
4455,2746263,26,1.0
4456,2746264,96,1.0
4458,2746267,40,1.0
4459,2746270,39,1.0
4460,2746272,86,1.0
4461,2746275,101,1.0
4463,2746278,33,1.0
4464,2746287,11,0.780000071102372
4468,2746306,101,1.0
4469,2746307,44,1.0
4470,2746308,19,1.0
4473,2746315,100,0.999999999999975
4474,2746324,12,1.0
4476,2746330,65,1.0
4477,2746332,11,0.999999999999643
4478,2746333,100,1.0
4479,2746336,95,1.0
4482,2746355,23,1.0
4483,2746359,55,1.0
4484,2746365,12,1.0
4485,2746368,21,1.0
4486,2746374,100,1.0
4489,2746432,15,1.0
4490,2746444,16,1.0
4491,2746450,45,1.0
4492,2746615,98,1.0
4493,2746624,23,1.0
4494,2746631,18,0.700253069507949
4496,2746659,11,1.0
4497,2746678,17,1.0
4498,2746684,45,1.0
4499,2746710,61,1.0
4501,2746755,42,1.0
4502,2746769,99,1.0
4503,2746780,41,1.0
4504,2746965,100,1.0
4505,2746968,100,1.0
4508,2747011,100,1.0
4509,2747028,94,1.0
4510,2747036,100,1.0
4511,2747045,26,1.0
4512,2747059,72,1.0
4513,2747060,102,1.0
4514,2747067,100,1.0
4515,2747079,98,1.0
4516,2747084,101,1.0
4517,2747100,60,1.0
4518,2747113,102,1.0
4519,2747123,12,0.963143413141788
4520,2747124,11,1.0
4522,2747130,103,1.0
4523,2747305,99,1.0
4524,2747313,101,1.0
4525,2747335,77,1.0
4526,2747340,98,1.0
4527,2747398,88,1.0
4528,2747430,29,1.0
4529,2747441,47,1.0
4530,2747464,25,1.0
4531,2747470,38,0.999999999968443
4532,2747502,100,1.0
4533,2747530,58,1.0
4534,2747532,29,1.0
4535,2747534,17,0.710000000000015
4536,2747564,99,1.0
4537,2747567,101,1.0
4539,2747704,97,1.0
4541,2747718,100,1.0
4542,2747797,23,0.99999861778795
4543,2747799,12,1.0
4544,2747814,30,1.0
4545,2747815,61,1.0
4546,2747823,10,1.0
4547,2747826,87,1.0
4548,2747827,101,1.0
4550,2747842,20,1.0
4551,2747862,57,1.0
4552,2747865,105,1.0
4553,2747867,42,0.999999648502454
4554,2747880,29,1.0
4555,2747882,29,1.0
4556,2747889,11,1.0
4557,2747891,100,1.0
4558,2747895,44,1.0
4561,2747927,102,1.0
4564,2747939,94,0.749508984178629
4566,2747948,101,1.0
4567,2747959,19,1.0
4568,2748312,101,1.0
4569,2749506,18,1.0
4570,2749507,49,1.0
4571,2749511,100,1.0
4572,2749524,25,0.783922534539162
4574,2749534,96,1.0
4575,2749556,16,1.0
4576,2749584,24,1.0
4577,2749603,10,1.0
4578,2749612,100,1.0
4579,2749618,101,1.0
4580,2749630,69,1.0
4581,2749648,82,1.0
4582,2749673,100,1.0
4583,2749734,44,1.0
4584,2749748,25,1.0
4585,2749750,43,1.0
4586,2749752,62,1.0
4588,2749760,73,1.0
4589,2749762,98,1.0
4590,2749770,94,1.0
4591,2749771,84,1.0
4592,2749787,22,1.0
4593,2749791,99,1.0
4594,2749813,94,1.0
4595,2749820,49,1.0
4596,2749823,34,1.0
4597,2749827,99,1.0
4598,2749840,10,1.0
4599,2749844,49,1.0
4600,2749846,46,1.0
4601,2749872,25,1.0
4602,2749882,100,1.0
4603,2749891,48,1.0
4604,2749896,11,1.0
4605,2749902,101,1.0
4606,2749909,10,1.0
4607,2749912,99,1.0
4608,2749921,13,1.0
4609,2749922,101,1.0
4610,2749924,43,1.0
4611,2749926,56,1.0
4612,2749929,97,1.0
4613,2749931,91,1.0
4614,2749934,12,1.0
4615,2749943,36,1.0
4616,2749944,13,1.0
4618,2749955,53,0.999999999999991
4619,2749967,96,1.0
4620,2749973,101,1.0
4621,2749974,107,1.0
4622,2749984,100,1.0
4623,2749991,54,1.0
4625,2750000,88,1.0
4627,2750006,78,1.0
4628,2750009,102,1.0
4629,2750010,16,0.72
4630,2750017,11,0.981549472309805
4631,2750019,23,1.0
4633,2750023,101,1.0
4634,2750024,100,1.0
4635,2750028,16,1.0
4636,2750052,49,1.0
4637,2750056,102,1.0
4638,2750057,37,1.0
4639,2750058,36,1.0
4640,2750060,97,1.0
4642,2750073,101,1.0
4644,2750079,101,1.0
4645,2750093,53,1.0
4646,2750096,100,1.0
4647,2750118,101,1.0
4648,2750122,46,1.0
4649,2750124,101,1.0
4650,2750143,14,1.0
4651,2750151,40,1.0
4652,2750173,99,1.0
4653,2750180,67,1.0
4654,2750183,103,1.0
4657,2750195,37,1.0
4658,2750196,95,1.0
4659,2750197,103,1.0
4660,2750202,39,1.0
4661,2750205,96,1.0
4662,2750219,86,1.0
4663,2750223,10,1.0
4664,2750224,16,1.0
4666,2750230,100,1.0
4667,2750233,97,1.0
4668,2750235,96,1.0
4670,2750247,10,1.0
4671,2750250,17,1.0
4672,2750253,40,1.0
4673,2750262,24,1.0
4674,2750264,32,1.0
4675,2750267,57,1.0
4676,2750272,23,1.0
4677,2750274,40,1.0
4678,2750276,10,1.0
4679,2750277,43,1.0
4680,2750279,101,1.0
4681,2750286,14,0.99999999980894
4682,2750287,51,1.0
4683,2750298,23,1.0
4684,2750299,98,1.0
4685,2750311,101,1.0
4686,2750313,98,1.0
4687,2750320,35,0.710000000000011
4688,2750323,95,1.0
4689,2750324,25,1.0
4690,2750325,103,1.0
4691,2750328,101,1.0
4692,2750337,36,1.0
4695,2750347,13,1.0
4696,2750351,25,1.0
4698,2750356,10,1.0
4700,2750377,34,0.734979983147413
4701,2750383,99,1.0
4702,2750406,101,1.0
4703,2750471,99,1.0
4704,2750489,11,1.0
4705,2750490,100,1.0
4706,2750504,13,1.0
4707,2750516,99,1.0
4708,2750523,102,1.0
4709,2750527,14,0.999999999999854
4710,2750529,99,1.0
4711,2750538,34,0.700000000020981
4712,2750539,41,1.0
4713,2750548,10,0.8
4714,2750549,13,1.0
4715,2750551,16,0.999999999999999
4716,2750552,23,1.0
4717,2750559,55,1.0
4719,2750564,24,1.0
4721,2750568,47,1.0
4722,2750572,50,1.0
4723,2750573,10,1.0
4724,2750575,25,1.0
4725,2750584,20,0.999999999999963
4727,2750591,48,1.0
4728,2750595,19,0.71
4729,2750596,33,1.0
4730,2750599,100,1.0
4731,2750611,20,1.0
4733,2750658,99,1.0
4734,2750668,100,1.0
4735,2750675,100,1.0
4736,2750678,101,0.99838633988244
4737,2750687,100,1.0
4738,2750691,12,1.0
4739,2750692,100,1.0
4740,2750694,66,1.0
4742,2750697,100,1.0
4743,2750700,100,1.0
4744,2750707,38,1.0
4745,2750710,99,1.0
4746,2750712,97,1.0
4747,2750714,101,1.0
4749,2750725,78,1.0
4750,2750726,97,1.0
4751,2750727,101,1.0
4752,2750734,26,1.0
4753,2750737,101,1.0
4754,2750738,101,1.0
4755,2750741,100,1.0
4756,2750742,103,1.0
4757,2750746,101,1.0
4758,2750753,101,1.0
4759,2750755,101,1.0
4761,2750759,98,1.0
4762,2750762,100,1.0
4763,2750771,51,1.0
4764,2750777,100,1.0
4765,2750778,100,1.0
4766,2750779,100,1.0
4767,2750786,101,1.0
4768,2750792,101,1.0
4769,2750794,10,0.730000000000138
4770,2750795,102,1.0
4771,2750797,100,1.0
4772,2750807,101,1.0
4773,2750809,100,1.0
4774,2750812,99,1.0
4775,2750816,99,1.0
4776,2750824,23,1.0
4777,2750825,100,1.0
4778,2750836,100,1.0
4779,2750845,101,1.0
4780,2750857,14,1.0
4781,2750859,100,1.0
4782,2750863,100,1.0
4783,2750866,98,1.0
4784,2750869,100,1.0
4785,2750871,102,1.0
4788,2750876,102,1.0
4789,2750878,23,1.0
4790,2750879,23,1.0
4791,2750880,101,1.0
4792,2750882,100,1.0
4793,2750889,99,1.0
4794,2750891,100,1.0
4795,2750893,26,1.0
4796,2750895,89,1.0
4797,2750897,72,1.0
4798,2750901,31,1.0
4800,2750905,40,0.862379292994193
4801,2750906,10,0.92359406916915
4802,2751760,27,1.0
4804,2752073,34,1.0
4805,2752077,72,1.0
4806,2752080,18,1.0
4807,2752087,79,1.0
4808,2752120,100,1.0
4809,2752128,19,1.0
4811,2752224,56,0.999987674514191
4812,2752727,80,1.0
4813,2752728,100,1.0
4814,2752731,12,1.0
4815,2752734,100,1.0
4816,2752755,100,1.0
4817,2752779,100,1.0
4818,2752799,96,1.0
4819,2752801,64,1.0
4820,2752803,101,1.0
4821,2752804,73,1.0
4822,2752808,100,1.0
4823,2752815,99,1.0
4824,2752832,56,0.999955409844562
4825,2752833,99,1.0
4826,2752838,100,1.0
4827,2752841,99,1.0
4828,2752847,101,1.0
4830,2752849,100,1.0
4831,2752866,84,1.0
4832,2752871,15,0.960197668908498
4833,2752872,101,1.0
4834,2752888,21,1.0
4835,2752891,101,1.0
4836,2752896,99,1.0
4837,2752897,103,1.0
4838,2752898,97,1.0
4839,2752903,100,1.0
4840,2752906,99,1.0
4841,2752907,101,1.0
4842,2752917,79,1.0
4843,2752924,82,1.0
4844,2752939,98,1.0
4845,2752944,100,1.0
4846,2752948,98,1.0
4847,2752954,101,1.0
4849,2752970,100,1.0
4850,2752979,12,0.72
4851,2752982,10,1.0
4852,2752992,101,1.0
4853,2752997,45,1.0
4854,2753026,100,1.0
4855,2753030,13,1.0
4856,2753035,20,1.0
4857,2753039,76,1.0
4858,2753044,101,1.0
4859,2753045,38,1.0
4860,2753048,101,1.0
4861,2753056,101,1.0
4863,2753064,27,1.0
4864,2753079,101,1.0
4865,2753090,103,1.0
4866,2753106,98,1.0
4867,2753120,100,1.0
4868,2753124,10,1.0
4869,2753144,19,1.0
4870,2753145,35,1.0
4871,2753146,100,1.0
4872,2753192,101,1.0
4874,2753213,100,1.0
4875,2753218,101,1.0
4876,2753239,101,1.0
4877,2753253,15,0.999999999999951
4878,2753278,101,1.0
4879,2753284,101,0.999999999577414
4880,2753310,100,1.0
4881,2753318,21,1.0
4882,2753323,98,1.0
4883,2753336,95,1.0
4884,2753369,94,1.0
4885,2753371,98,1.0
4886,2753379,62,1.0
4887,2753380,93,1.0
4888,2753390,40,1.0
4889,2753428,96,1.0
4890,2753445,20,0.74
4891,2753460,100,1.0
4892,2753473,100,1.0
4893,2753475,37,1.0
4894,2753480,48,1.0
4895,2753485,68,1.0
4896,2753505,31,1.0
4898,2753522,100,1.0
4899,2753524,100,1.0
4900,2753549,100,1.0
4901,2753554,100,1.0
4902,2753567,100,1.0
4903,2753574,100,1.0
4904,2753594,100,1.0
4905,2753596,100,1.0
4906,2753628,73,1.0
4908,2753650,14,0.74
4910,2753690,28,1.0
4911,2753693,11,0.700000553918086
4912,2753699,23,1.0
4913,2753703,38,1.0
4914,2753719,100,1.0
4915,2753724,60,1.0
4916,2753729,12,1.0
4917,2753733,11,1.0
4918,2753736,19,0.999999997597009
4919,2753752,22,1.0
4920,2753768,33,1.0
4921,2753786,100,1.0
4922,2753812,40,1.0
4923,2753828,13,1.0
4924,2753842,18,1.0
4925,2753858,23,1.0
4926,2753873,13,1.0
4928,2753877,12,1.0
4930,2753903,89,1.0
4932,2753925,14,1.0
4933,2753936,16,1.0
4934,2753953,46,1.0
4937,2754028,101,1.0
4938,2754058,78,1.0
4939,2754074,73,1.0
4940,2754091,63,1.0
4941,2754102,50,1.0
4942,2754160,59,1.0
4945,2754207,99,1.0
4946,2754234,25,1.0
4947,2754255,21,1.0
4948,2754278,18,0.707853147968894
4949,2754301,13,1.0
4950,2754334,40,1.0
4951,2754338,100,1.0
4952,2754341,49,1.0
4953,2754345,98,1.0
4954,2754368,26,1.0
4956,2754409,17,1.0
4958,2754423,35,1.0
4959,2754458,84,1.0
4960,2754476,83,0.999998770998861
4961,2754517,33,1.0
4962,2754551,19,1.0
4963,2754553,100,1.0
4964,2754586,100,1.0
4966,2754605,104,1.0
4967,2754606,30,1.0
4970,2754717,11,1.0
4971,2754732,98,1.0
4973,2754792,102,1.0
4974,2754819,84,1.0
4975,2754831,36,1.0
4976,2754860,13,1.0
4977,2754881,70,1.0
4978,2754900,21,1.0
4979,2754911,16,1.0
4980,2754923,42,1.0
4982,2754965,30,1.0
4984,2755034,85,1.0
4987,2755063,100,1.0
4988,2755079,85,1.0
4989,2755083,19,1.0
4992,2755117,48,1.0
4993,2755141,82,1.0
4995,2755147,16,1.0
4996,2755195,10,0.73
4998,2755297,76,1.0
5000,2755368,10,1.0
5001,2755425,20,1.0
5003,2755460,97,1.0
5004,2755489,98,1.0
5005,2755523,44,1.0
5006,2755537,19,0.7
5007,2755590,18,1.0
5008,2755605,30,1.0
5009,2755608,73,1.0
5010,2755613,101,1.0
5011,2755618,84,1.0
5013,2755676,22,1.0
5014,2755681,102,1.0
5015,2755684,98,1.0
5016,2755690,85,1.0
5017,2755706,15,0.999999803202394
5018,2755726,57,1.0
5022,2755784,23,1.0
5023,2755797,28,1.0
5024,2755852,92,1.0
5025,2755866,101,1.0
5026,2755891,42,1.0
5027,2755905,59,0.996005096325568
5028,2756008,98,1.0
5029,2756019,17,1.0
5030,2756072,99,1.0
5031,2756074,61,1.0
5032,2756082,44,1.0
5033,2756091,96,0.700188430725182
5034,2756095,12,1.0
5035,2756106,99,1.0
5037,2756112,33,1.0
5038,2756123,93,1.0
5039,2756141,35,1.0
5043,2756470,19,1.0
5045,2756519,100,0.994103619432999
5047,2756540,94,1.0
5048,2756555,20,1.0
5049,2756760,12,1.0
5050,2756773,13,1.0
5051,2756775,81,1.0
5052,2756779,101,1.0
5053,2756783,19,1.0
5055,2756786,37,1.0
5056,2756790,11,0.825270074482118
5057,2756805,19,1.0
5058,2756806,69,1.0
5059,2756810,41,1.0
5060,2756813,27,1.0
5061,2756814,40,1.0
5062,2756818,105,1.0
5063,2756833,16,1.0
5064,2756834,94,1.0
5066,2756847,100,1.0
5067,2756853,20,1.0
5068,2756855,26,1.0
5069,2756856,105,1.0
5070,2756862,23,1.0
5071,2756866,12,1.0
5072,2756867,100,1.0
5073,2756876,24,1.0
5074,2756884,97,1.0
5075,2756885,99,1.0
5076,2756895,83,1.0
5077,2756900,16,1.0
5078,2756906,12,1.0
5079,2756908,70,1.0
5080,2756909,24,1.0
5081,2756911,43,1.0
5082,2756912,29,1.0
5083,2756913,31,1.0
5084,2756914,11,0.960394188398906
5085,2756916,13,1.0
5086,2756917,35,1.0
5087,2756919,45,1.0
5089,2756925,14,0.964348240437709
5090,2756932,22,1.0
5091,2756937,89,1.0
5092,2756938,18,0.999999999999833
5093,2756941,55,1.0
5094,2756950,98,1.0
5096,2756952,14,1.0
5097,2756960,16,1.0
5098,2756961,101,1.0
5099,2756970,62,1.0
5100,2756973,26,1.0
5101,2756979,102,1.0
5102,2756989,47,1.0
5104,2757003,17,1.0
5105,2757017,46,1.0
5106,2757024,18,1.0
5109,2757043,11,1.0
5110,2757082,23,1.0
5111,2757086,20,1.0
5112,2757102,10,1.0
5113,2757105,17,1.0
5114,2757108,101,1.0
5115,2757184,99,1.0
5116,2757198,23,1.0
5117,2757200,91,1.0
5120,2757280,101,0.999999999966874
5122,2757461,15,1.0
5123,2757519,20,0.700000000000001
5124,2757544,17,0.762777249584551
5125,2757545,35,1.0
5126,2757553,78,1.0
5128,2757578,18,0.958634593447779
5130,2757621,23,0.71
5131,2757624,99,1.0
5132,2757637,11,1.0
5134,2757671,57,1.0
5135,2757691,29,1.0
5136,2757751,14,1.0
5137,2757758,17,1.0
5139,2757840,19,1.0
5140,2757899,10,0.720000000000095
5141,2757938,10,1.0
5142,2757951,13,1.0
5143,2758423,13,1.0
5145,2758601,100,1.0
5147,2758631,26,1.0
5148,2758665,19,1.0
5149,2758700,101,1.0
5150,2758716,104,1.0
5151,2758765,10,1.0
5152,2758766,13,1.0
5153,2758823,40,0.999995180224368
5156,2759014,11,0.81
5157,2759636,24,1.0
5159,2759871,25,1.0
5160,2759896,100,1.0
5161,2759967,13,0.999999999985363
5163,2760129,12,1.0
5164,2760161,21,1.0
5165,2760458,23,1.0
5166,2760525,23,1.0
5167,2760536,24,1.0
5168,2760548,31,1.0
5171,2760593,12,1.0
5172,2760615,41,1.0
5173,2760619,98,1.0
5174,2760636,11,1.0
5175,2760639,17,1.0
5176,2760642,14,1.0
5177,2760644,30,0.999999999958807
5178,2760657,17,0.999999997568425
5179,2760658,101,1.0
5182,2760669,100,1.0
5183,2760719,55,1.0
5184,2760726,15,1.0
5186,2760755,18,0.999999999999905
5187,2760762,23,1.0
5188,2760766,39,1.0
5189,2760784,73,1.0
5190,2760787,74,1.0
5192,2760798,62,1.0
5193,2760810,93,1.0
5194,2760818,33,1.0
5196,2760824,85,1.0
5197,2760830,21,1.0
5198,2760834,44,1.0
5199,2760842,16,1.0
5201,2760846,43,1.0
5202,2760862,47,1.0
5203,2760865,30,1.0
5204,2760868,15,1.0
5205,2760873,14,1.0
5206,2760874,100,1.0
5207,2760887,31,1.0
5209,2760916,16,1.0
5210,2760924,101,1.0
5211,2760934,14,1.0
5212,2760940,101,1.0
5213,2760947,30,1.0
5214,2760967,100,1.0
5215,2760973,105,1.0
5216,2760977,26,1.0
5217,2760985,14,0.962674802878309
5219,2761124,13,0.71
5220,2761135,11,1.0
5223,2761259,30,1.0
5224,2761275,66,1.0
5225,2761292,57,1.0
5226,2761337,27,0.999999999999986
5227,2761352,98,1.0
5229,2761669,21,1.0
5231,2761715,91,1.0
5232,2761987,96,1.0
5233,2762184,24,1.0
5234,2762202,11,0.78
5239,2762422,40,1.0
5241,2762675,10,1.0
5242,2762680,101,1.0
5243,2762737,31,1.0
5244,2762752,89,1.0
5245,2762920,69,1.0
5246,2762927,11,0.7
5247,2762950,101,1.0
5248,2762971,100,1.0
5250,2762985,32,1.0
5251,2762989,98,1.0
5252,2762994,98,1.0
5253,2763001,40,1.0
5254,2763007,12,1.0
5255,2763038,12,0.743309530289812
5256,2763050,100,1.0
5257,2763083,56,1.0
5259,2763088,41,1.0
5260,2763095,46,0.999999965000257
5261,2763101,30,1.0
5262,2763106,11,1.0
5263,2763112,94,1.0
5264,2763116,101,1.0
5265,2763146,60,1.0
5266,2763163,11,1.0
5267,2763165,88,1.0
5269,2763171,55,1.0
5271,2763198,48,1.0
5273,2763203,42,1.0
5274,2763233,10,0.99999996582153
5275,2763272,88,1.0
5276,2763283,54,1.0
5277,2763300,39,1.0
5278,2763313,34,1.0
5279,2763338,27,1.0
5283,2763593,13,0.997854627781154
5284,2763602,11,1.0
5286,2763611,10,1.0
5287,2763632,97,1.0
5289,2763674,15,1.0
5290,2763687,39,1.0
5293,2763803,23,1.0
5295,2763813,17,1.0
5297,2763913,102,1.0
5298,2763941,94,1.0
5299,2763962,100,1.0
5301,2763970,13,1.0
5302,2763987,101,1.0
5303,2764028,101,1.0
5304,2764029,101,1.0
5305,2764039,11,0.99999985166419
5307,2764053,18,1.0
5308,2764056,57,1.0
5309,2764087,52,1.0
5310,2764131,37,1.0
5314,2764178,100,1.0
5315,2764179,98,1.0
5317,2764202,97,1.0
5318,2764255,37,1.0
5320,2764337,13,0.7
5321,2764388,32,1.0
5322,2764389,95,1.0
5323,2764435,86,1.0
5324,2764438,40,1.0
5325,2764485,83,1.0
5327,2764508,12,1.0
5328,2764558,54,1.0
5329,2764587,98,1.0
5330,2764596,101,1.0
5331,2764625,55,1.0
5332,2764659,25,0.999999999977521
5334,2764680,101,1.0
5335,2764739,98,1.0
5336,2764792,21,0.993299548679987
5337,2764809,100,1.0
5339,2764864,12,1.0
5340,2764872,29,1.0
5342,2764892,99,1.0
5343,2764908,36,1.0
5345,2764969,100,1.0
5346,2765028,23,1.0
5347,2765030,101,1.0
5348,2765043,25,1.0
5350,2765075,65,1.0
5351,2765077,17,1.0
5352,2765078,17,0.999999999999903
5353,2765086,10,1.0
5354,2765097,36,1.0
5355,2765100,90,1.0
5357,2765120,84,1.0
5358,2765122,89,1.0
5359,2765129,22,1.0
5361,2765134,101,1.0
5362,2765156,101,1.0
5363,2765168,102,1.0
5364,2765175,101,1.0
5365,2765202,21,1.0
5366,2765206,15,1.0
5367,2765210,39,1.0
5368,2765211,31,1.0
5369,2765217,17,1.0
5370,2765221,101,1.0
5371,2765230,98,1.0
5372,2765246,46,1.0
5373,2765249,25,1.0
5374,2765250,91,1.0
5375,2765251,15,1.0
5376,2765257,51,1.0
5377,2765258,100,1.0
5378,2765260,55,1.0
5380,2765272,100,1.0
5381,2765298,101,1.0
5382,2765306,84,1.0
5383,2765307,13,1.0
5384,2765318,77,0.99999999994102
5385,2765322,100,1.0
5386,2765345,86,1.0
5387,2765347,63,1.0
5388,2765356,79,1.0
5389,2765359,100,1.0
5390,2765378,100,1.0
5391,2765389,12,1.0
5392,2765425,17,1.0
5393,2765429,20,1.0
5394,2765432,66,1.0
5395,2765440,20,1.0
5396,2765458,100,1.0
5398,2765516,10,1.0
5400,2765538,21,1.0
5402,2765559,69,1.0
5403,2765599,83,1.0
5404,2765625,94,1.0
5405,2765632,82,1.0
5406,2765639,13,1.0
5407,2765651,64,1.0
5408,2765654,17,1.0
5409,2765661,42,1.0
5411,2765670,99,1.0
5412,2765672,17,1.0
5413,2765674,43,1.0
5422,2765781,47,1.0
5423,2765793,24,1.0
5426,2765833,39,1.0
5427,2765837,63,1.0
5428,2765842,100,1.0
5430,2765855,11,1.0
5431,2765857,95,1.0
5432,2765872,99,1.0
5433,2765887,100,1.0
5434,2765890,62,1.0
5435,2765891,83,1.0
5436,2765903,98,1.0
5437,2765905,99,1.0
5438,2765906,100,1.0
5439,2765907,99,1.0
5440,2765922,101,1.0
5441,2765940,101,1.0
5444,2765970,34,1.0
5445,2765990,14,0.700000002175059
5446,2766001,97,1.0
5447,2766030,89,1.0
5448,2766055,87,1.0
5449,2766109,15,1.0
5450,2766116,98,1.0
5451,2766129,99,1.0
5452,2766146,10,1.0
5453,2766151,96,1.0
5454,2766167,30,1.0
5455,2766169,26,1.0
5457,2766221,97,1.0
5458,2766230,12,1.0
5460,2766242,64,1.0
5461,2766252,95,1.0
5462,2766271,77,1.0
5463,2766278,97,1.0
5465,2766393,36,1.0
5466,2766396,99,1.0
5468,2766407,99,1.0
5469,2766411,88,1.0
5470,2766431,57,1.0
5471,2766436,92,1.0
5473,2766466,18,1.0
5474,2766468,27,1.0
5476,2766475,101,1.0
5477,2766485,29,1.0
5478,2766491,84,1.0
5479,2766502,52,1.0
5480,2766504,22,1.0
5481,2766511,35,1.0
5482,2766519,101,1.0
5483,2766546,30,1.0
5484,2766552,100,1.0
5485,2766573,101,1.0
5486,2766574,96,1.0
5487,2766582,27,1.0
5488,2766584,20,1.0
5489,2766587,101,1.0
5490,2766599,73,1.0
5491,2766601,100,1.0
5492,2766605,94,1.0
5493,2766607,97,0.999404452359406
5494,2766613,97,1.0
5495,2766632,19,0.800000000000012
5496,2766636,101,1.0
5498,2766643,99,1.0
5500,2766656,76,1.0
5501,2766658,52,1.0
5502,2766660,100,1.0
5503,2766684,74,1.0
5504,2766685,79,1.0
5505,2766696,97,1.0
5506,2766710,76,1.0
5507,2766713,51,1.0
5508,2766724,96,1.0
5509,2766728,97,1.0
5510,2766733,46,1.0
5511,2766738,24,1.0
5512,2766739,97,1.0
5513,2766740,42,1.0
5514,2766741,99,1.0
5515,2766753,22,1.0
5516,2766754,20,1.0
5517,2766760,99,1.0
5519,2766777,47,1.0
5520,2766780,98,1.0
5521,2766803,97,1.0
5522,2766811,101,1.0
5523,2766871,56,1.0
5525,2766887,11,1.0
5526,2766888,69,1.0
5527,2766892,64,1.0
5528,2766893,30,1.0
5531,2766905,101,1.0
5533,2766922,35,1.0
5534,2766926,103,1.0
5535,2766928,22,1.0
5536,2766929,80,1.0
5537,2766940,61,1.0
5538,2766949,101,1.0
5539,2766957,66,1.0
5540,2766961,15,1.0
5542,2766964,14,1.0
5543,2766974,92,1.0
5545,2766986,99,1.0
5547,2767011,14,1.0
5548,2767013,77,1.0
5549,2767027,69,1.0
5550,2767031,91,1.0
5551,2767069,16,1.0
5552,2767072,26,0.919480102939879
5553,2767075,31,1.0
5554,2767078,70,0.999840326972294
5555,2767087,100,1.0
