,class_ids,img_quantities,hopkins
30922,3884022,22,1.0
30923,3884141,27,1.0
30924,3884199,17,1.0
30925,3884228,42,1.0
30926,3884461,97,1.0
30927,3884470,27,1.0
30929,3884477,74,1.0
30930,3884529,101,1.0
30931,3884533,98,1.0
30934,3884717,16,1.0
30935,3884756,11,1.0
30936,3884791,67,1.0
30937,3884820,12,1.0
30938,3884879,101,1.0
30940,3884971,20,1.0
30941,3884974,38,1.0
30942,3885002,23,1.0
30943,3885146,36,1.0
30944,3885185,98,1.0
30945,3885224,13,0.963057926772725
30946,3885271,12,1.0
30947,3885306,28,0.995854741885937
30949,3885397,63,1.0
30950,3885429,40,1.0
30951,3885437,29,0.998507741900563
30954,3885499,96,1.0
30957,3885746,42,1.0
30959,3885913,24,1.0
30961,3886033,21,1.0
30964,3886103,34,1.0
30965,3886179,13,1.0
30966,3886184,11,0.999996811830864
30967,3886217,103,1.0
30968,3886226,42,1.0
30970,3886310,39,1.0
30971,3886321,21,1.0
30974,3886410,18,1.0
30976,3886442,55,1.0
30977,3886466,14,1.0
30978,3886504,101,1.0
30979,3886505,101,1.0
30980,3886513,11,0.999999999890709
30981,3886541,101,1.0
30982,3886549,15,1.0
30983,3886619,36,0.999818241616455
30985,3886751,42,1.0
30986,3886771,27,1.0
30987,3886797,29,1.0
30988,3886839,52,1.0
30989,3886845,15,0.999999999997516
30991,3886928,99,1.0
30992,3886937,41,1.0
30993,3887049,16,1.0
30994,3887078,14,1.0
30996,3887135,101,1.0
30998,3887383,100,1.0
30999,3887400,19,1.0
31000,3887443,22,1.0
31001,3887518,26,1.0
31002,3887561,17,1.0
31003,3887633,30,1.0
31004,3887646,12,0.75
31005,3887710,11,1.0
31006,3887736,87,1.0
31007,3887754,101,1.0
31008,3887764,101,1.0
31009,3887808,40,0.999999999999972
31010,3887863,32,1.0
31011,3887869,97,1.0
31012,3887893,34,1.0
31013,3887903,29,1.0
31015,3887938,13,1.0
31016,3887987,101,1.0
31017,3888004,11,1.0
31020,3888090,14,0.999999999999534
31021,3888222,12,0.74207946709994
31024,3888314,11,0.750015507565
31025,3888319,10,0.999999809325805
31026,3888333,50,1.0
31027,3888348,86,1.0
31028,3888427,46,1.0
31029,3888429,15,1.0
31030,3888444,14,1.0
31031,3888465,55,1.0
31033,3888509,28,1.0
31034,3888514,99,1.0
31035,3888601,30,1.0
31036,3888622,16,1.0
31040,3888708,71,1.0
31041,3888808,50,0.982308936015767
31043,3888853,10,0.72
31045,3888930,25,1.0
31046,3888938,101,1.0
31048,3889017,101,1.0
31049,3889038,21,1.0
31051,3889056,94,1.0
31052,3889083,24,1.0
31053,3889087,100,1.0
31054,3889106,14,1.0
31055,3889108,101,1.0
31056,3889180,19,1.0
31057,3889319,55,1.0
31058,3889413,59,1.0
31059,3889470,13,1.0
31060,3889656,100,0.999999999999655
31061,3889695,14,1.0
31062,3889865,12,1.0
31063,3889884,94,1.0
31064,3889886,15,1.0
31065,3889976,49,1.0
31066,3890024,10,1.0
31067,3890089,10,1.0
31068,3890128,36,1.0
31069,3890164,88,1.0
31070,3890217,100,1.0
31071,3890258,19,1.0
31072,3890267,46,1.0
31073,3890288,71,1.0
31075,3890474,15,1.0
31077,3890517,13,1.0
31078,3890741,17,1.0
31079,3890745,98,1.0
31081,3890777,77,1.0
31084,3890815,101,1.0
31085,3891030,16,1.0
31086,3891042,53,0.999999996354679
31087,3891125,12,1.0
31088,3891203,99,1.0
31089,3891221,16,1.0
31091,3891231,10,1.0
31093,3891315,16,0.999999999999999
31094,3891390,40,0.999706187339252
31096,3891410,76,1.0
31099,3891602,31,1.0
31100,3891646,21,1.0
31102,3891794,21,1.0
31103,3891796,62,1.0
31104,3891831,18,1.0
31105,3891879,100,1.0
31106,3891928,52,1.0
31109,3892034,14,1.0
31110,3892088,11,1.0
31112,3892175,10,1.0
31113,3892198,36,1.0
31115,3892228,48,1.0
31116,3892244,14,1.0
31119,3892431,10,0.72
31120,3892454,14,1.0
31121,3892486,78,1.0
31122,3892506,28,1.0
31126,3892635,87,1.0
31127,3892732,101,0.999999999999991
31128,3892852,96,1.0
31129,3893112,12,1.0
31131,3893244,101,1.0
31132,3893251,69,1.0
31133,3893290,28,0.730000002536967
31134,3893308,14,0.72
31135,3893490,38,1.0
31136,3893607,55,1.0
31137,3893634,13,0.71
31139,3893690,18,1.0
31140,3893715,17,1.0
31141,3893731,28,1.0
31142,3893741,64,1.0
31143,3893745,17,1.0
31144,3893752,38,1.0
31145,3893759,37,1.0
31146,3893762,46,1.0
31147,3893779,12,1.0
31149,3893999,91,1.0
31152,3894036,31,1.0
31153,3894066,101,1.0
31158,3894374,14,1.0
31162,3894495,25,1.0
31163,3894498,68,1.0
31165,3894676,12,1.0
31166,3894689,31,1.0
31168,3894736,39,1.0
31169,3894755,22,0.99999999996342
31174,3894844,14,0.74
31177,3894972,47,1.0
31179,3895011,39,1.0
31180,3895025,57,1.0
31181,3895032,17,1.0
31182,3895054,97,1.0
31183,3895126,46,1.0
31185,3895212,13,1.0
31187,3895265,10,1.0
31188,3895293,27,1.0
31190,3895306,10,0.72
31191,3895323,31,0.999999999999961
31192,3895341,97,1.0
31194,3895469,97,1.0
31196,3895518,10,1.0
31197,3895555,17,1.0
31198,3895568,101,1.0
31200,3895684,101,1.0
31201,3895701,56,1.0
31202,3895707,28,1.0
31204,3895819,14,0.75
31205,3895821,28,1.0
31206,3895983,54,1.0
31207,3895984,14,1.0
31209,3896141,12,1.0
31210,3896162,27,1.0
31211,3896282,60,0.9999999996859
31212,3896308,101,1.0
31213,3896322,10,1.0
31214,3896429,10,1.0
31218,3896883,12,0.999999999999999
31219,3896973,27,1.0
31220,3896998,101,1.0
31221,3897067,15,1.0
31222,3897118,81,1.0
31223,3897145,66,1.0
31224,3897283,94,1.0
31225,3897353,33,1.0
31226,3897455,18,1.0
31228,3897666,29,1.0
31229,3897686,12,1.0
31230,3897753,49,1.0
31231,3897799,82,1.0
31233,3898191,45,1.0
31234,3898247,90,1.0
31235,3898253,77,1.0
31236,3898255,18,1.0
31237,3898285,46,1.0
31238,3898293,16,1.0
31239,3898334,15,1.0
31240,3898350,103,1.0
31241,3898357,57,1.0
31243,3898504,100,1.0
31244,3898508,19,1.0
31245,3898574,100,1.0
31246,3898799,11,0.79
31247,3898807,19,1.0
31248,3898909,17,1.0
31249,3899048,19,0.999999903599548
31250,3899051,18,1.0
31253,3899190,11,1.0
31255,3899292,99,1.0
31256,3899311,101,1.0
31257,3899535,55,1.0
31258,3899550,18,1.0
31259,3899585,11,0.72
31260,3899590,29,1.0
31261,3899613,11,1.0
31262,3899644,19,1.0
31263,3900068,67,1.0
31264,3900073,37,1.0
31265,3900079,32,1.0
31266,3900091,11,1.0
31268,3900115,36,1.0
31271,3900150,31,0.999999999997651
31272,3900157,15,1.0
31273,3900162,19,1.0
31274,3900222,50,1.0
31275,3900277,23,1.0
31276,3900292,19,1.0
31277,3900316,20,0.999999997796078
31278,3900323,50,0.999999986724301
31279,3900342,39,1.0
31281,3900399,55,1.0
31282,3900407,85,1.0
31284,3900424,12,1.0
31285,3900426,34,1.0
31286,3900428,33,1.0
31287,3900471,13,1.0
31288,3900488,22,1.0
31289,3900500,101,1.0
31290,3900526,91,1.0
31291,3900599,63,1.0
31293,3900706,52,1.0
31294,3900751,20,1.0
31296,3900822,21,1.0
31297,3900835,46,1.0
31298,3900949,99,0.999999991937305
31302,3901006,22,1.0
31303,3901047,10,0.72
31304,3901084,26,0.999998913989105
31306,3901347,11,1.0
31307,3901601,63,1.0
31308,3901831,13,1.0
31309,3901946,78,1.0
31310,3901967,95,1.0
31311,3901975,20,1.0
31312,3902012,10,1.0
31313,3902041,16,1.0
31314,3902124,10,0.912687510416814
31315,3902149,63,1.0
31317,3902181,99,1.0
31318,3902255,25,1.0
31319,3902286,51,1.0
31320,3902318,54,1.0
31321,3902360,66,1.0
31322,3902375,20,0.790000000000223
31326,3902463,10,1.0
31327,3902500,22,0.998536821362915
31328,3902625,13,0.999953391543605
31329,3902725,38,1.0
31330,3902748,16,1.0
31331,3902776,98,1.0
31332,3902808,101,1.0
31333,3902825,15,1.0
31334,3902835,101,0.75
31335,3902859,101,1.0
31336,3902929,19,1.0
31339,3903013,81,1.0
31341,3903087,39,1.0
31342,3903106,12,1.0
31343,3903153,20,0.999986265984667
31344,3903222,11,1.0
31345,3903269,63,1.0
31346,3903302,13,1.0
31347,3903327,16,0.999835252267279
31348,3903381,12,1.0
31349,3903425,38,1.0
31351,3903566,11,1.0
31352,3903686,32,0.93430757771253
31354,3903741,29,1.0
31355,3903747,12,1.0
31357,3903762,77,1.0
31358,3903765,31,1.0
31362,3903920,10,1.0
31363,3903934,19,1.0
31364,3904049,29,1.0
31365,3904098,18,1.0
31366,3904157,61,1.0
31367,3904370,12,1.0
31368,3904483,77,1.0
31369,3904526,93,1.0
31370,3904542,12,0.73462403375435
31371,3904648,41,1.0
31372,3904662,86,1.0
31373,3904711,10,1.0
31374,3904781,16,1.0
31375,3904816,28,1.0
31379,3904963,95,1.0
31380,3904995,10,1.0
31381,3905173,102,1.0
31382,3905206,37,1.0
31385,3905278,71,1.0
31386,3905285,31,1.0
31387,3905482,97,1.0
31389,3905536,52,1.0
31390,3905543,15,0.743024814597782
31391,3905549,11,1.0
31392,3905582,18,0.7
31393,3905648,99,1.0
31394,3905756,14,1.0
31395,3905769,25,1.0
31396,3905798,38,1.0
31397,3905809,63,1.0
31398,3905811,30,1.0
31401,3905825,93,1.0
31402,3905843,13,1.0
31404,3905939,99,1.0
31405,3905940,23,1.0
31406,3905970,101,1.0
31407,3906125,20,1.0
31408,3906623,99,1.0
31409,3906644,88,1.0
31415,3907957,96,1.0
31416,3907968,22,0.720000000233594
31417,3907980,101,1.0
31418,3907982,101,1.0
31419,3908000,102,1.0
31420,3908008,93,1.0
31421,3908014,35,1.0
31422,3908036,99,1.0
31424,3908138,53,1.0
31425,3908162,46,1.0
31426,3908215,28,1.0
31427,3908225,30,1.0
31428,3908758,17,1.0
31429,3908762,40,1.0
31430,3908850,73,1.0
31433,3909434,23,1.0
31434,3909769,60,1.0
31435,3909943,105,1.0
31436,3911286,13,0.999998344585611
31437,3912177,31,1.0
31440,3912996,99,1.0
31441,3913185,80,1.0
31442,3913194,102,1.0
31443,3913199,101,1.0
31444,3913203,96,1.0
31445,3913526,92,1.0
31446,3914366,101,1.0
31448,3915940,24,1.0
31449,3916079,17,1.0
31452,3916170,33,1.0
31453,3916192,13,0.949168257114895
31455,3916459,20,1.0
31456,3916471,93,1.0
31459,3916542,13,1.0
31460,3916548,22,0.700917742331554
31461,3916558,85,1.0
31465,3917423,45,1.0
31467,3917447,37,1.0
31470,3917491,11,1.0
31472,3917536,15,1.0
31473,3917539,102,1.0
31475,3917585,15,0.999999999999992
31476,3917608,103,1.0
31477,3917667,74,1.0
31478,3917672,52,1.0
31480,3919488,11,1.0
31482,3920084,100,1.0
31483,3920235,47,1.0
31486,3920268,93,1.0
31487,3920287,96,1.0
31488,3920483,10,1.0
31489,3920617,102,1.0
31490,3920688,23,1.0
31491,3920706,61,1.0
31493,3920944,58,0.713428030223029
31495,3921005,23,1.0
31497,3921248,100,1.0
31498,3921309,13,1.0
31499,3921378,21,0.777075748168693
31500,3921447,99,1.0
31501,3921455,31,1.0
31502,3921456,11,1.0
31503,3921494,98,1.0
31504,3921499,99,1.0
31505,3921509,48,1.0
31506,3921514,23,1.0
31507,3921515,98,1.0
31508,3921576,24,0.999999986272312
31509,3921611,98,1.0
31510,3921697,20,0.99999999809787
31512,3921800,46,0.999454678758094
31514,3921900,97,1.0
31517,3922080,16,1.0
31518,3922204,31,1.0
31521,3922352,18,1.0
31522,3922398,36,1.0
31523,3922500,63,1.0
31524,3922524,103,1.0
31525,3922552,12,1.0
31526,3922575,56,1.0
31527,3922593,106,1.0
31528,3922634,95,1.0
31529,3922635,100,1.0
31530,3922832,17,0.999638181542963
31531,3922841,12,1.0
31533,3922888,101,1.0
31535,3923030,12,1.0
31537,3923169,99,1.0
31539,3923251,25,1.0
31540,3923420,73,1.0
31541,3923441,16,1.0
31542,3923562,18,1.0
31543,3923581,48,1.0
31544,3923641,95,1.0
31547,3924279,100,1.0
31548,3924291,100,1.0
31550,3924414,17,0.999999974650204
31551,3924448,30,1.0
31552,3924481,19,1.0
31553,3924592,20,1.0
31554,3924704,100,1.0
31555,3924755,91,1.0
31557,3924905,79,1.0
31558,3924923,20,1.0
31559,3925297,99,1.0
31560,3925329,13,0.78
31561,3925350,39,1.0
31562,3925356,33,1.0
31563,3925377,12,1.0
31564,3925485,21,1.0
31565,3925577,22,1.0
31568,3925866,98,1.0
31569,3925918,102,1.0
31571,3926423,10,0.75
31572,3926484,102,1.0
31573,3926532,34,1.0
31574,3926543,59,1.0
31575,3926854,100,1.0
31576,3926895,26,1.0
31577,3927213,47,1.0
31578,3927219,30,1.0
31579,3927241,14,1.0
31581,3927315,10,1.0
31582,3927319,31,1.0
31583,3927386,23,1.0
31584,3927402,10,1.0
31585,3927416,13,1.0
31586,3927551,23,0.700000385419706
31587,3927618,86,1.0
31588,3927746,99,1.0
31589,3927757,89,1.0
31590,3927790,100,1.0
31593,3927894,11,1.0
31594,3928095,12,0.71
31595,3928139,99,1.0
31596,3928266,11,0.933201417178713
31597,3928599,99,1.0
31598,3928611,25,1.0
31599,3928615,101,1.0
31600,3928710,64,1.0
31601,3928759,46,1.0
31602,3928775,21,1.0
31603,3928807,101,1.0
31604,3928928,101,1.0
31605,3929213,34,1.0
31606,3929265,86,1.0
31607,3929276,47,1.0
31609,3929423,96,1.0
31611,3929626,23,1.0
31612,3929701,44,1.0
31613,3929732,100,1.0
31615,3929879,66,1.0
31616,3930018,51,1.0
31617,3930047,98,1.0
31618,3930093,101,1.0
31619,3930143,55,1.0
31620,3930223,30,1.0
31621,3930272,33,1.0
31624,3930376,50,1.0
31626,3930406,88,1.0
31627,3930608,82,1.0
31628,3930689,27,1.0
31630,3930767,15,1.0
31631,3930832,86,1.0
31632,3930870,103,1.0
31633,3931003,30,1.0
31634,3931022,101,1.0
31635,3931126,11,0.710000000045329
31636,3931133,97,1.0
31637,3931157,40,0.999999999918243
31638,3931260,99,1.0
31640,3931508,24,1.0
31641,3931553,12,1.0
31642,3931579,11,0.999998223654878
31643,3931874,35,1.0
31645,3931897,25,1.0
31646,3931917,95,1.0
31647,3932130,16,1.0
31652,3932493,96,1.0
31653,3932516,99,1.0
31654,3932606,47,1.0
31655,3932625,99,1.0
31658,3932748,15,0.999999999999998
31660,3932837,102,1.0
31661,3932838,58,1.0
31662,3932860,64,1.0
31663,3932870,92,1.0
31665,3932986,18,1.0
31666,3932997,22,1.0
31668,3933289,99,1.0
31669,3933304,11,0.7
31670,3933415,99,1.0
31671,3933466,78,1.0
31672,3933602,11,0.76
31673,3933670,96,1.0
31674,3933811,17,0.74
31675,3933965,30,1.0
31676,3934016,14,1.0
31677,3934052,100,1.0
31678,3934083,99,0.999999999985177
31679,3934131,100,1.0
31680,3934139,26,1.0
31681,3934163,29,1.0
31682,3934369,17,0.988830721063216
31684,3934524,37,1.0
31685,3934642,10,1.0
31686,3934651,11,1.0
31687,3934700,10,0.72
31688,3934724,17,1.0
31692,3934860,11,1.0
31694,3934887,20,1.0
31695,3934901,14,1.0
31697,3935002,55,1.0
31699,3935028,12,0.999999990925212
31700,3935047,90,1.0
31701,3935079,93,1.0
31702,3935124,21,1.0
31703,3935276,11,0.77
31704,3935350,80,1.0
31705,3935421,21,1.0
31706,3935503,84,1.0
31707,3935508,24,1.0
31709,3935621,19,1.0
31710,3935625,14,1.0
31712,3935653,100,1.0
31713,3935661,14,0.770000000006967
31714,3935677,97,1.0
31716,3935812,13,0.968216102518033
31717,3935853,14,1.0
31718,3935859,99,1.0
31720,3935988,20,1.0
31721,3935995,11,1.0
31726,3936247,11,1.0
31728,3936337,29,1.0
31731,3936372,23,1.0
31732,3936453,13,1.0
31733,3936465,35,1.0
31734,3936654,26,1.0
31735,3936663,16,1.0
31736,3936669,10,1.0
31737,3936727,14,1.0
31738,3936738,84,1.0
31740,3936835,11,1.0
31741,3936842,17,1.0
31742,3936886,23,1.0
31744,3936920,55,1.0
31745,3937047,12,1.0
31749,3937484,14,1.0
31750,3937512,55,1.0
31756,3937676,13,1.0
31757,3937723,57,1.0
31758,3937772,51,1.0
31762,3937939,23,1.0
31764,3938079,40,1.0
31765,3938244,36,1.0
31766,3938388,95,1.0
31767,3938484,10,1.0
31768,3938563,13,1.0
31769,3938588,18,1.0
31771,3938731,61,1.0
31772,3938908,12,0.897435855135065
31774,3939073,52,1.0
31775,3939113,13,1.0
31776,3939148,15,1.0
31778,3939160,27,1.0
31779,3939166,10,1.0
31780,3939194,40,1.0
31781,3939243,11,1.0
31783,3939309,17,1.0
31785,3939391,10,1.0
31786,3939416,12,1.0
31787,3939445,97,1.0
31788,3939452,15,1.0
31789,3939564,14,1.0
31790,3939584,41,1.0
31791,3939662,15,1.0
31792,3939665,39,1.0
31794,3939673,65,1.0
31795,3939735,13,1.0
31796,3939774,48,1.0
31798,3939929,10,0.7
31800,3940038,40,1.0
31801,3940076,99,1.0
31802,3940089,99,1.0
31803,3940097,87,1.0
31804,3940102,94,1.0
31805,3940109,95,1.0
31806,3940115,53,1.0
31807,3940130,17,1.0
31808,3940227,25,1.0
31809,3940276,58,1.0
31810,3940308,22,1.0
31811,3940326,101,1.0
31813,3940374,12,1.0
31815,3940377,27,1.0
31816,3940394,100,1.0
31817,3940423,101,1.0
31818,3940483,17,0.750461058128262
31819,3940521,30,1.0
31820,3940522,83,1.0
31821,3940626,20,1.0
31823,3940790,87,1.0
31824,3940802,51,1.0
31825,3940868,32,1.0
31826,3940881,17,1.0
31827,3940885,25,1.0
31828,3940891,11,0.78
31829,3940960,87,1.0
31830,3940982,101,1.0
31831,3941020,100,1.0
31832,3941086,17,0.77
31833,3941101,94,1.0
31835,3941123,11,1.0
31837,3941131,95,1.0
31838,3941138,97,1.0
31840,3941194,16,0.999999999810272
31841,3941202,49,1.0
31843,3941214,66,1.0
31844,3941218,23,1.0
31846,3941347,98,1.0
31847,3941365,62,1.0
31849,3941495,72,1.0
31851,3941600,91,1.0
31852,3941714,38,1.0
31854,3942094,100,1.0
31859,3942363,17,1.0
31862,3942765,39,1.0
31863,3942992,17,1.0
31864,3943031,20,1.0
31865,3943046,18,0.937495083991696
31867,3943367,51,1.0
31869,3943659,76,1.0
31870,3943747,78,1.0
31872,3943906,14,1.0
31873,3944002,100,1.0
31874,3944011,97,1.0
31875,3944045,91,1.0
31876,3944093,13,0.999999999999995
31877,3944444,16,1.0
31878,3944458,31,1.0
31879,3944930,26,1.0
31880,3945109,27,1.0
31881,3945163,15,1.0
31882,3945795,101,1.0
31883,3946327,13,0.740000000154225
31884,3946379,46,1.0
31886,3946522,15,1.0
31888,3946752,99,1.0
31889,3946946,15,1.0
31891,3947317,34,1.0
31892,3947511,88,1.0
31894,3947849,33,1.0
31897,3948599,13,1.0
31900,3949405,14,1.0
31902,3949668,12,1.0
31905,3950138,99,1.0
31907,3950300,33,1.0
31908,3950314,11,1.0
31909,3950359,21,1.0
31910,3950869,34,1.0
31911,3950957,25,1.0
31912,3951322,85,1.0
31913,3951581,100,1.0
31915,3951704,95,1.0
31916,3951717,17,1.0
31917,3951718,19,1.0
31918,3951776,14,1.0
31919,3951800,10,1.0
31920,3951839,90,1.0
31921,3952070,90,1.0
31922,3952132,11,0.790000013471722
31923,3952140,12,0.7
31925,3952157,92,1.0
31926,3952210,26,0.964104239026057
31927,3952236,42,1.0
31928,3952282,94,1.0
31929,3952313,94,1.0
31930,3952375,64,1.0
31931,3952382,10,1.0
31932,3952404,88,1.0
31933,3952423,37,1.0
31934,3952431,81,1.0
31935,3952561,26,1.0
31936,3952578,35,1.0
31937,3952654,92,1.0
31940,3952931,93,1.0
31942,3952975,95,1.0
31943,3953040,81,1.0
31944,3953193,79,1.0
31945,3953212,30,1.0
31947,3953402,46,1.0
31948,3953467,20,1.0
31949,3953551,19,1.0
31951,3953871,45,1.0
31952,3954191,22,1.0
31954,3954494,11,1.0
31955,3954517,31,1.0
31956,3955076,98,0.999999999999936
31958,3955530,41,1.0
31960,3955673,96,1.0
31961,3955727,96,1.0
31962,3955871,92,1.0
31963,3956033,37,1.0
31965,3956181,11,1.0
31966,3956304,69,1.0
31967,3956362,37,1.0
31968,3956397,15,1.0
31970,3956448,29,1.0
31971,3956462,53,1.0
31972,3956478,48,1.0
31974,3956612,84,1.0
31975,3956659,26,0.740873746476065
31976,3956690,96,1.0
31977,3956704,91,1.0
31978,3956710,48,1.0
31979,3956866,44,1.0
31980,3956894,17,1.0
31981,3956935,11,0.8
31983,3957286,99,1.0
31984,3957300,19,1.0
31985,3957345,97,1.0
31986,3957364,29,1.0
31988,3957370,23,1.0
31989,3957387,94,1.0
31990,3957397,100,1.0
31991,3957408,39,1.0
31992,3957420,76,1.0
31993,3957444,95,1.0
31995,3957493,61,1.0
31999,3957807,62,1.0
32001,3957919,25,1.0
32002,3957944,23,1.0
32003,3958085,35,1.0
32004,3958126,102,1.0
32005,3958244,12,1.0
32006,3958423,11,1.0
32007,3958439,15,1.0
32008,3958566,35,1.0
32009,3958806,98,1.0
32010,3958822,53,1.0
32011,3958843,13,1.0
32012,3959001,88,1.0
32013,3959149,96,1.0
32014,3959185,23,1.0
32015,3959236,56,1.0
32017,3959448,18,1.0
32018,3959545,89,1.0
32019,3959606,91,1.0
32020,3959618,24,1.0
32021,3959669,76,1.0
32022,3959722,83,1.0
32023,3959804,23,1.0
32025,3959832,18,1.0
32026,3959954,57,1.0
32027,3959974,91,1.0
32028,3960322,37,0.981540228399282
32029,3960339,86,1.0
32030,3960393,84,1.0
32032,3960425,86,1.0
32033,3960437,97,1.0
32034,3960460,72,1.0
32035,3960538,42,1.0
32036,3960549,95,1.0
32037,3960558,25,1.0
32038,3960608,49,1.0
32040,3960625,55,1.0
32041,3960636,36,1.0
32042,3960659,53,1.0
32044,3960776,11,0.999999999999991
32045,3960784,97,1.0
32047,3960841,17,1.0
32048,3960847,97,1.0
32049,3961764,91,1.0
32052,3961987,20,1.0
32053,3961996,99,1.0
32054,3965443,17,0.7
32056,3966013,13,1.0
32058,3966076,67,1.0
32059,3966110,23,1.0
32062,3966270,34,1.0
32063,3966440,63,1.0
32064,3966547,44,1.0
32066,3966582,14,0.73
32070,3966642,100,1.0
32071,3967193,63,0.999999993584235
32074,3968567,91,1.0
32075,3968934,27,1.0
32076,3969388,14,1.0
32078,3970504,11,1.0
32079,3970737,17,0.712384823436349
32080,3970743,27,1.0
32082,3970908,14,1.0
32084,3971558,24,1.0
32086,3972553,56,1.0
32087,3972689,48,1.0
32088,3972761,46,1.0
32089,3972831,12,1.0
32090,3973001,60,1.0
32094,3974343,97,1.0
32095,3974372,100,1.0
32096,3974700,101,1.0
32097,3974722,43,1.0
32098,3974744,100,1.0
32099,3974754,83,1.0
32100,3974764,34,1.0
32101,3974776,86,1.0
32103,3974788,91,1.0
32104,3974810,27,1.0
32105,3975209,56,1.0
32106,3975881,81,1.0
32107,3975944,22,1.0
32109,3976037,90,1.0
32110,3976044,46,1.0
32111,3976055,85,1.0
32112,3976087,10,0.775934995398921
32113,3976342,92,1.0
32115,3976380,32,1.0
32116,3976382,33,1.0
32117,3976407,103,1.0
32118,3976508,20,1.0
32121,3977118,23,1.0
32122,3977346,101,1.0
32123,3977905,84,1.0
32124,3977909,14,1.0
32125,3977967,31,0.999999999999306
32127,3977975,20,1.0
32128,3977981,92,1.0
32130,3978025,20,1.0
32132,3978037,36,1.0
32133,3978075,17,1.0
32134,3978152,45,1.0
32135,3978854,10,1.0
32136,3979886,13,0.7
32138,3980561,23,1.0
32139,3980833,10,1.0
32140,3980845,26,1.0
32142,3980975,20,1.0
32143,3980986,35,1.0
32145,3981087,33,1.0
32146,3981186,53,1.0
32147,3981277,59,1.0
32149,3981383,24,1.0
32150,3981386,98,1.0
32152,3981426,98,1.0
32153,3981432,59,1.0
32154,3981472,98,1.0
32155,3981478,11,1.0
32156,3981483,96,1.0
32157,3981498,48,1.0
32158,3981543,98,1.0
32159,3981547,33,1.0
32160,3981592,34,1.0
32161,3981642,66,1.0
32162,3981700,24,1.0
32163,3981751,21,1.0
32166,3982012,94,1.0
32168,3982081,22,1.0
32171,3982261,100,1.0
32172,3982603,21,1.0
32173,3982625,14,1.0
32174,3982634,16,1.0
32175,3982736,11,1.0
32176,3982986,48,1.0
32178,3983031,17,0.760000004783013
32179,3983105,10,0.73
32180,3983165,99,1.0
32181,3983167,37,1.0
32183,3983225,47,1.0
32184,3983304,10,0.74
32185,3983345,21,1.0
32186,3983370,16,0.999999998722049
32187,3983448,45,0.99999990150459
32188,3983468,51,1.0
32189,3983544,36,1.0
32192,3983776,15,1.0
32195,3983876,11,1.0
32196,3983898,43,1.0
32197,3983946,96,1.0
32198,3983950,22,1.0
32200,3984077,17,0.980314809083254
32203,3984227,63,1.0
32204,3984419,43,1.0
32207,3985018,44,1.0
32209,3985532,33,1.0
32210,3985570,27,1.0
32211,3985635,15,1.0
32212,3985728,10,1.0
32215,3985917,15,0.954372075525353
32217,3986049,13,1.0
32218,3986125,21,1.0
32221,3986300,80,1.0
32222,3986400,39,1.0
32223,3986405,97,1.0
32226,3986613,14,1.0
32227,3986624,24,0.999999999999282
32228,3986642,10,1.0
32231,3986712,13,1.0
32232,3986718,104,1.0
32234,3986744,99,1.0
32235,3986797,38,1.0
32236,3986813,101,1.0
32237,3986868,98,1.0
32238,3986876,28,1.0
32239,3986877,102,1.0
32240,3986902,43,1.0
32242,3986936,70,1.0
32243,3986959,22,1.0
32244,3986971,84,1.0
32245,3986990,98,1.0
32247,3986998,87,1.0
32248,3987009,31,1.0
32249,3987032,17,0.998715977704314
32250,3987040,102,1.0
32253,3987059,96,1.0
32255,3987067,98,1.0
32256,3987102,15,1.0
32258,3987136,43,1.0
32259,3987142,99,1.0
32260,3987150,11,0.998010306864699
32262,3987177,67,1.0
32263,3987181,97,1.0
32264,3987199,28,1.0
32265,3987216,17,1.0
32266,3987246,22,1.0
32267,3987280,53,1.0
32269,3987350,17,1.0
32270,3987352,34,1.0
32271,3987356,91,1.0
32272,3987404,65,1.0
32273,3987415,34,1.0
32274,3987459,38,1.0
32276,3987892,101,1.0
32278,3988113,31,1.0
32279,3988167,26,1.0
32280,3988291,11,1.0
32282,3988502,22,0.999999999948213
32283,3988512,44,1.0
32285,3988701,100,1.0
32287,3988775,100,1.0
32289,3988963,52,1.0
32290,3989120,23,0.999999999999434
32291,3989129,29,1.0
32292,3989164,35,1.0
32293,3989312,35,1.0
32294,3989330,43,0.977269862072723
32295,3989371,77,1.0
32296,3989450,11,1.0
32297,3989500,20,0.72
32298,3989637,10,1.0
32299,3989776,94,1.0
32300,3989807,47,1.0
32301,3989979,22,1.0
32303,3990142,14,1.0
32306,3990253,101,1.0
32307,3990256,11,1.0
32308,3990259,23,1.0
32309,3990275,13,1.0
32311,3990594,11,1.0
32312,3990648,98,1.0
32313,3990959,10,1.0
32314,3991029,22,1.0
32316,3991094,101,1.0
32317,3991114,47,1.0
32320,3991221,22,1.0
32321,3991468,99,1.0
32322,3991478,29,1.0
32323,3991491,97,0.9999999999994
32324,3991500,99,1.0
32325,3991509,18,1.0
32326,3991517,22,1.0
32327,3991532,96,1.0
32328,3991721,100,1.0
32329,3992189,101,1.0
32330,3992205,95,1.0
32331,3992240,28,1.0
32332,3992339,100,1.0
32334,3992457,60,1.0
32335,3992474,30,1.0
32337,3992619,99,1.0
32339,3992692,32,1.0
32340,3992703,30,1.0
32342,3992791,14,1.0
32344,3992812,25,1.0
32345,3992845,10,1.0
32346,3992872,54,1.0
