id,avg,std
3801903,0.585313282069014,0.0364729590006522
3801935,0.55564849702447,0.0498113741806102
3802033,0.428476051942786,0.0757161911658256
3802115,0.416183087967886,0.0817907311796185
3802187,0.54289854185478,0.130729056376805
3802250,0.729727393567724,0.0257106446778964
3802259,0.473920114056189,0.0621782051837098
3802277,0.55548748543332,0.0243146278160743
3802311,0.594674410386162,0.0854394130647055
3802334,0.751974200760885,0.011806874952981
3802360,0.690060241382233,0.0185324005966467
3802390,0.712606607515459,0.0139706893008098
3802393,0.397485044524033,0.0180485862637176
3802492,0.529667300899363,0.0709161846726282
3802515,0.397632029381028,0.0378005282641363
3802521,0.60256827449274,0.0374062408192384
3802651,0.745026271091182,0.00744435064597117
3802655,0.734526586149994,0.00766944405766428
3802664,0.334112813739905,0.0129981279665237
3802666,0.43837436839376,0.0924102661490944
3802705,0.647802315925675,0.0240997573317219
3802772,0.612978070086822,0.0463701463482848
3802833,0.484896383893852,0.0374855542809868
3802874,0.705265753415443,0.0195827604470515
3802877,0.757847187973653,0.018514433157785
3802879,0.538587999558307,0.147072999596657
3803085,0.598770788220775,0.128003802736193
3803090,0.606920963692121,0.0747504719795889
3803095,0.636500655352435,0.0616087979202593
3803124,0.612163247438912,0.0493621780707906
3803146,0.761058993131557,0.0122742407054972
3803245,0.601508924438625,0.130400503019284
3803306,0.494349992808182,0.0637645601985279
3803321,0.61822236668946,0.0283176714175706
3803379,0.74032939268346,0.0292893494281118
3803396,0.414015544754134,0.0542286392544873
3803716,0.788249805959998,0.0147845352812482
3804846,0.686049372150062,0.0226039279065253
3805436,0.598465917192109,0.0391686671959023
3806977,0.723821342351891,0.0201825633201097
3806981,0.560773620016617,0.0416539649387487
3806994,0.630208275286054,0.0737705847628534
3807128,0.36154263899848,0.04504179923308
3807150,0.660697005729031,0.0354776865924851
3807372,0.390263265619144,0.103545582387174
3807411,0.553419115833092,0.166877740544256
3807425,0.750635689089467,0.0162669322919498
3807553,0.706442126849823,0.0525891022425437
3807555,0.388418389434447,0.0216810734406903
3808039,0.506277681725549,0.0483938268513488
3808084,0.609230172972691,0.0340454349200905
3808198,0.677190800532754,0.069259789452095
3808260,0.431442249360207,0.0824348234224163
3808317,0.542910677533639,0.157551743125137
3808351,0.594868384533753,0.0714349768666092
3808362,0.47954924313058,0.0969710611938054
3808372,0.646773577655403,0.0201696159022524
3808482,0.569791291308312,0.074789745553214
3808528,0.570741048251986,0.0296945090076685
3808608,0.591271321736637,0.0889963721531769
3808825,0.335944090252744,0.00773566672241798
3808844,0.629313170513544,0.0687032290393415
3808928,0.753463695565341,0.014296939773898
3809003,0.673061437837346,0.0310371185024198
3809068,0.683669283968181,0.0503694891469792
3809092,0.757746450561588,0.00859656135976136
3809605,0.75484943749346,0.013928084873848
3809638,0.765669934572185,0.0234749559847183
3809748,0.610563556014758,0.154465948766545
3809765,0.788843792777,0.013985428845625
3809792,0.394031360244163,0.0892105617902457
3809829,0.75855065906958,0.010801518986613
3809967,0.660171358374782,0.0336151233800345
3810093,0.450763721856355,0.0528712577725458
3810100,0.507195226522048,0.135519182986885
3810117,0.531594956905025,0.0969695548851749
3810293,0.366888047432473,0.0401317287663629
3810336,0.691139330620997,0.0254900217373903
3810571,0.563453585442846,0.0491944631522128
3810607,0.789391412005324,0.0136639747132251
3810616,0.398075295055198,0.0411223937095937
3810727,0.762401928434609,0.0239107801677944
3810739,0.480472633644007,0.0633060790993271
3810795,0.642159460594852,0.0626531450382138
3810796,0.603227002111222,0.121989441744678
3810813,0.76738753082374,0.0104885804636316
3810936,0.492065382991054,0.0556767855310498
3811075,0.775397859945162,0.0139596219853468
3811162,0.759904028859903,0.0302665599798905
3811201,0.627740007313987,0.07988623082505
3811309,0.335737808067647,0.0109313262359343
3811439,0.656571797563497,0.0665317374449773
3811459,0.673724237614385,0.0478143675267877
3811502,0.494510059367964,0.184360900040317
3811632,0.649312885364152,0.039910418011278
3811735,0.425219645195719,0.0827183873862937
3811784,0.442891762995371,0.0287253838677438
3811846,0.654369566039714,0.0591987668248489
3811900,0.754804055947245,0.0151563221129373
3812138,0.685508849063912,0.0225684784934604
3812192,0.759133850379103,0.0108797756607907
3812204,0.744835364756317,0.0336841861178103
3812210,0.656394956999877,0.0517731445314917
3812294,0.522450362135781,0.0291286638833189
3812402,0.586886865413646,0.0635918884465737
3812474,0.343401747362785,0.0273339242345141
3812494,0.397814545991692,0.038771617620519
3812495,0.755926668189888,0.306616817473511
3812573,0.784112251270105,0.0153046092400718
3812615,0.734700266987589,0.0506197227007632
3812695,0.600761970146813,0.0323281005046362
3812743,0.653018363208578,0.0905097366385177
3812752,0.678596920302897,0.0215657254476667
3812816,0.538029005460621,0.132503373827542
