id,avg,std
10003327,0.61833880655444,0.0295458818912349
10008016,0.617028526414614,0.0320996514279225
10009770,0.409577214034063,0.0523875418173669
10010617,0.784080955341039,0.0150193507999466
10012036,0.775506951911346,0.0129165401189576
10024157,0.464232135392529,0.14759907405093
10027741,0.75394434481823,0.014083869378854
10037617,0.687091235322213,0.019007756870381
10039120,0.573898173557419,0.0273273341743658
10040445,0.744063761406738,0.0115188997927465
10041099,0.694889117826946,0.0162855051698265
10046990,0.37868563146336,0.0655453749991576
10052892,0.454786798929392,0.0493506069701795
10060678,0.786581684742078,0.0152124742137308
10062335,0.597735689304738,0.0407337912384741
10071055,0.809936378655718,0.0119796689429392
10073246,0.741753836807629,0.00937003942281918
10074812,0.349691070787511,0.0244661121085167
10079361,0.587674339026249,0.031640192622985
10081467,0.517788876121624,0.0329491087924406
10083491,0.422213371205933,0.0392982530976848
10084366,0.352724498245823,0.0417204316725687
10090698,0.751782491937286,0.013423263283318
10090952,0.635686584714219,0.0508560368713737
10099400,0.769487625398917,0.0122640770503107
10106975,0.451267884021833,0.0175279538817401
10107912,0.647314436855336,0.0486197649915391
10108036,0.583466189633225,0.0396263752182853
10108775,0.775891161126123,0.0108741690499371
10111734,0.733564350264949,0.0128328974586165
10137876,0.742884186500913,0.00905485602478567
10141067,0.58878233871186,0.0579898948830006
10150972,0.636423940166576,0.0343808343401445
10152758,0.382023742542582,0.0924283699618157
10158072,0.545872567290958,0.0966204178441571
10171778,0.589049237903801,0.0391498666410341
10172515,0.723865776435379,0.0445283899321274
10176632,0.453933345432374,0.0359235069788621
10190719,0.424657790967459,0.0326453747041596
10195096,0.546176395343944,0.0498551916086695
10197024,0.705066076235222,0.0234261373123185
10201093,0.510626057572297,0.13117226136116
10201852,0.467027757503802,0.0250793319813791
10208604,0.434735436416998,0.135063387914217
10214759,0.66300907916932,0.0227594217368914
10222287,0.737794950371216,0.00727000195987841
10227257,0.342836742445404,0.0276828474029245
10238910,0.788143066651129,0.0111371192946931
10242935,0.699081796624559,0.0216855089540428
10248926,0.786652333986527,0.0125008863848045
10250432,0.540512469699443,0.0301106127754362
10255521,0.784475734441156,0.0132802092389563
10268860,0.396308769455299,0.0486852165093856
10289996,0.567967931070149,0.0454531883298686
10305703,0.748808920928317,0.0138011606834873
10316373,0.773055806139834,0.0119652272424424
10323301,0.442991459425709,0.0665947185236386
10323509,0.684263340581356,0.0233843110693165
10331743,0.71490576838594,0.0201186385253639
10334868,0.740011876340871,0.00909363777847588
10342163,0.654635905495548,0.0660373731201458
10353143,0.721819847158867,0.0148390788432549
10355867,0.694531777814955,0.0671623920415755
10363580,0.748617850633009,0.0116972430974664
10364411,0.513529270284049,0.142973114202977
10373890,0.735015488774591,0.05539116325917
10381776,0.775497964651824,0.012253341417567
10390120,0.622182051480591,0.0531501715478392
10395148,0.5365245531682,0.0472082181833066
10395382,0.762597161968592,0.00853212100873952
10404690,0.614022716312284,0.0482480760084394
10412237,0.505010397577902,0.0490775750371259
10424891,0.731654119936187,0.0239217740659813
10451142,0.497531008022047,0.0369205648795527
