id,avg,std
3801903,1,0
3801935,1,6.51009623014127e-16
3802033,0.71,0.456048021572069
3802115,0.510000000001639,0.502418393794011
3802187,0.620049336572578,0.487768439532787
3802250,1,0
3802259,0.7612576892931,0.395401780150816
3802277,0.999999999905295,6.36608639486377e-10
3802311,0.73,0.446196043338474
3802334,1,0
3802360,1,0
3802390,1,0
3802393,0.550000003632619,0.499999995963265
3802492,0.7,0.460566186471838
3802515,0.72,0.451260859854213
3802521,0.828881006286224,0.331696091756934
3802651,1,0
3802655,1,0
3802664,0.63,0.48523658709391
3802666,0.719997739441905,0.45125944360994
3802705,1,0
3802772,1,0
3802833,0.999999999999977,1.43552309335896e-13
3802874,0.999999999909409,3.89193703336693e-10
3802877,1,0
3802879,0.820000000015691,0.386122919631709
3803085,1,0
3803090,0.999701253929068,0.00113045602255855
3803095,0.999991131129739,7.43863369547635e-05
3803124,1,0
3803146,1,0
3803245,0.99999999999997,2.30798384967955e-13
3803306,0.990532820127943,0.0496725878976472
3803321,1,0
3803379,1,0
3803396,0.430000000042826,0.497569851918859
3803716,1,0
3804846,1,0
3805436,1,0
3806977,1,0
3806981,1,0
3806994,1,0
3807128,0.0208931183537378,0.121671418080117
3807150,1,0
3807372,0.6,0.492365963917331
3807411,0.492068582481796,0.484330690132916
3807425,1,0
3807553,0.999999999720752,1.63192095786268e-09
3807555,0.460002207230857,0.500906218831121
3808039,0.66,0.476095228569523
3808084,1,0
3808198,0.999724028109391,0.00223613391460266
3808260,0.56,0.498887651569859
3808317,0.730000000000001,0.446196043338473
3808351,0.82,0.386122919665369
3808362,0.57289337226213,0.461062589443262
3808372,1,0
3808482,0.997418096300663,0.0180538777610006
3808528,0.704291700668372,0.433457843962937
3808608,0.670000000258877,0.472581562254533
3808825,0.64,0.482418151324422
3808844,0.955218152478393,0.159938535982163
3808928,1,0
3809003,0.999999487408247,3.47133252671433e-06
3809068,0.65,0.479372485441102
3809092,1,0
3809605,1,0
3809638,1,0
3809748,0.779999989532471,0.416333194306078
3809765,1,0
3809792,0.377568464392512,0.442699399145759
3809829,1,0
3809967,1,0
3810093,0.82,0.386122919665369
3810100,0.769999999999987,0.422952584681644
3810117,1,0
3810293,0.67,0.472581562625261
3810336,1,0
3810571,1,0
3810607,1,0
3810616,0.83,0.377525168068637
3810727,0.570000001397509,0.497569850339131
3810739,0.749999983467209,0.43519413029595
3810795,0.67,0.472581562625261
3810796,0.999999999999067,6.5551879382781e-12
3810813,1,0
3810936,0.999999959515894,1.42474764446e-07
3811075,1,0
3811162,1,0
3811201,1,0
3811309,0.64,0.482418151324422
3811439,0.999999999999952,4.59537008393061e-13
3811459,1,0
3811502,0.6,0.492365963917331
3811632,1,9.06149869941454e-16
3811735,0.638119833037342,0.437536822538509
3811784,0.77,0.422952584681651
3811846,0.69,0.464823198711732
3811900,1,0
3812138,1,0
3812192,1,0
